Query_ID,Identity_ID,Name,Image_Type,Priority,Query
Q001181,ID000148,Imane Anys (Pokimane),Fake,4,Imane Anys (Pokimane) viral deepfake
Q001182,ID000148,Imane Anys (Pokimane),Fake,5,Imane Anys (Pokimane) synthetic face
Q001183,ID000148,Imane Anys (Pokimane),Fake,6,Imane Anys (Pokimane) Stable Diffusion
Q001184,ID000148,Imane Anys (Pokimane),Fake,7,Imane Anys (Pokimane) Midjourney
Q001185,ID000149,Imran-Kahn,Real,1,Imran-Kahn
Q001186,ID000149,Imran-Kahn,Fake,1,Imran-Kahn AI generated
Q001187,ID000149,Imran-Kahn,Fake,2,Imran-Kahn deepfake
Q001188,ID000149,Imran-Kahn,Fake,3,Imran-Kahn AI image
Q001189,ID000149,Imran-Kahn,Fake,4,Imran-Kahn viral deepfake
Q001190,ID000149,Imran-Kahn,Fake,5,Imran-Kahn synthetic face
Q001191,ID000149,Imran-Kahn,Fake,6,Imran-Kahn Stable Diffusion
Q001192,ID000149,Imran-Kahn,Fake,7,Imran-Kahn Midjourney
Q001193,ID000150,Inde Navarrette,Real,1,Inde Navarrette
Q001194,ID000150,Inde Navarrette,Fake,1,Inde Navarrette AI generated
Q001195,ID000150,Inde Navarrette,Fake,2,Inde Navarrette deepfake
Q001196,ID000150,Inde Navarrette,Fake,3,Inde Navarrette AI image
Q001197,ID000150,Inde Navarrette,Fake,4,Inde Navarrette viral deepfake
Q001198,ID000150,Inde Navarrette,Fake,5,Inde Navarrette synthetic face
Q001199,ID000150,Inde Navarrette,Fake,6,Inde Navarrette Stable Diffusion
Q001200,ID000150,Inde Navarrette,Fake,7,Inde Navarrette Midjourney
Q001201,ID000151,Ioan Gruffudd,Real,1,Ioan Gruffudd
Q001202,ID000151,Ioan Gruffudd,Fake,1,Ioan Gruffudd AI generated
Q001203,ID000151,Ioan Gruffudd,Fake,2,Ioan Gruffudd deepfake
Q001204,ID000151,Ioan Gruffudd,Fake,3,Ioan Gruffudd AI image
Q001205,ID000151,Ioan Gruffudd,Fake,4,Ioan Gruffudd viral deepfake
Q001206,ID000151,Ioan Gruffudd,Fake,5,Ioan Gruffudd synthetic face
Q001207,ID000151,Ioan Gruffudd,Fake,6,Ioan Gruffudd Stable Diffusion
Q001208,ID000151,Ioan Gruffudd,Fake,7,Ioan Gruffudd Midjourney
Q001209,ID000152,Iqra-Kanwal,Real,1,Iqra-Kanwal
Q001210,ID000152,Iqra-Kanwal,Fake,1,Iqra-Kanwal AI generated
Q001211,ID000152,Iqra-Kanwal,Fake,2,Iqra-Kanwal deepfake
Q001212,ID000152,Iqra-Kanwal,Fake,3,Iqra-Kanwal AI image
Q001213,ID000152,Iqra-Kanwal,Fake,4,Iqra-Kanwal viral deepfake
Q001214,ID000152,Iqra-Kanwal,Fake,5,Iqra-Kanwal synthetic face
Q001215,ID000152,Iqra-Kanwal,Fake,6,Iqra-Kanwal Stable Diffusion
Q001216,ID000152,Iqra-Kanwal,Fake,7,Iqra-Kanwal Midjourney
Q001217,ID000153,Isabella Gaze,Real,1,Isabella Gaze
Q001218,ID000153,Isabella Gaze,Fake,1,Isabella Gaze AI generated
Q001219,ID000153,Isabella Gaze,Fake,2,Isabella Gaze deepfake
Q001220,ID000153,Isabella Gaze,Fake,3,Isabella Gaze AI image
Q001221,ID000153,Isabella Gaze,Fake,4,Isabella Gaze viral deepfake
Q001222,ID000153,Isabella Gaze,Fake,5,Isabella Gaze synthetic face
Q001223,ID000153,Isabella Gaze,Fake,6,Isabella Gaze Stable Diffusion
Q001224,ID000153,Isabella Gaze,Fake,7,Isabella Gaze Midjourney
Q001225,ID000154,Ishan-Kishan,Real,1,Ishan-Kishan
Q001226,ID000154,Ishan-Kishan,Fake,1,Ishan-Kishan AI generated
Q001227,ID000154,Ishan-Kishan,Fake,2,Ishan-Kishan deepfake
Q001228,ID000154,Ishan-Kishan,Fake,3,Ishan-Kishan AI image
Q001229,ID000154,Ishan-Kishan,Fake,4,Ishan-Kishan viral deepfake
Q001230,ID000154,Ishan-Kishan,Fake,5,Ishan-Kishan synthetic face
Q001231,ID000154,Ishan-Kishan,Fake,6,Ishan-Kishan Stable Diffusion
Q001232,ID000154,Ishan-Kishan,Fake,7,Ishan-Kishan Midjourney
Q001233,ID000155,Jack Lemmon,Real,1,Jack Lemmon
Q001234,ID000155,Jack Lemmon,Fake,1,Jack Lemmon AI generated
Q001235,ID000155,Jack Lemmon,Fake,2,Jack Lemmon deepfake
Q001236,ID000155,Jack Lemmon,Fake,3,Jack Lemmon AI image
Q001237,ID000155,Jack Lemmon,Fake,4,Jack Lemmon viral deepfake
Q001238,ID000155,Jack Lemmon,Fake,5,Jack Lemmon synthetic face
Q001239,ID000155,Jack Lemmon,Fake,6,Jack Lemmon Stable Diffusion
Q001240,ID000155,Jack Lemmon,Fake,7,Jack Lemmon Midjourney
Q001241,ID000156,Jack Nicholson,Real,1,Jack Nicholson
Q001242,ID000156,Jack Nicholson,Fake,1,Jack Nicholson AI generated
Q001243,ID000156,Jack Nicholson,Fake,2,Jack Nicholson deepfake
Q001244,ID000156,Jack Nicholson,Fake,3,Jack Nicholson AI image
Q001245,ID000156,Jack Nicholson,Fake,4,Jack Nicholson viral deepfake
Q001246,ID000156,Jack Nicholson,Fake,5,Jack Nicholson synthetic face
Q001247,ID000156,Jack Nicholson,Fake,6,Jack Nicholson Stable Diffusion
Q001248,ID000156,Jack Nicholson,Fake,7,Jack Nicholson Midjourney
Q001249,ID000157,Jack-MA,Real,1,Jack-MA
Q001250,ID000157,Jack-MA,Fake,1,Jack-MA AI generated
Q001251,ID000157,Jack-MA,Fake,2,Jack-MA deepfake
Q001252,ID000157,Jack-MA,Fake,3,Jack-MA AI image
Q001253,ID000157,Jack-MA,Fake,4,Jack-MA viral deepfake
Q001254,ID000157,Jack-MA,Fake,5,Jack-MA synthetic face
Q001255,ID000157,Jack-MA,Fake,6,Jack-MA Stable Diffusion
Q001256,ID000157,Jack-MA,Fake,7,Jack-MA Midjourney
Q001257,ID000158,Jackie Chan,Real,1,Jackie Chan
Q001258,ID000158,Jackie Chan,Fake,1,Jackie Chan AI generated
Q001259,ID000158,Jackie Chan,Fake,2,Jackie Chan deepfake
Q001260,ID000158,Jackie Chan,Fake,3,Jackie Chan AI image
Q001261,ID000158,Jackie Chan,Fake,4,Jackie Chan viral deepfake
Q001262,ID000158,Jackie Chan,Fake,5,Jackie Chan synthetic face
Q001263,ID000158,Jackie Chan,Fake,6,Jackie Chan Stable Diffusion
Q001264,ID000158,Jackie Chan,Fake,7,Jackie Chan Midjourney
Q001265,ID000159,Jake Gyllenhaal,Real,1,Jake Gyllenhaal
Q001266,ID000159,Jake Gyllenhaal,Fake,1,Jake Gyllenhaal AI generated
Q001267,ID000159,Jake Gyllenhaal,Fake,2,Jake Gyllenhaal deepfake
Q001268,ID000159,Jake Gyllenhaal,Fake,3,Jake Gyllenhaal AI image
Q001269,ID000159,Jake Gyllenhaal,Fake,4,Jake Gyllenhaal viral deepfake
Q001270,ID000159,Jake Gyllenhaal,Fake,5,Jake Gyllenhaal synthetic face
Q001271,ID000159,Jake Gyllenhaal,Fake,6,Jake Gyllenhaal Stable Diffusion
Q001272,ID000159,Jake Gyllenhaal,Fake,7,Jake Gyllenhaal Midjourney
Q001273,ID000160,James Caan,Real,1,James Caan
Q001274,ID000160,James Caan,Fake,1,James Caan AI generated
Q001275,ID000160,James Caan,Fake,2,James Caan deepfake
Q001276,ID000160,James Caan,Fake,3,James Caan AI image
Q001277,ID000160,James Caan,Fake,4,James Caan viral deepfake
Q001278,ID000160,James Caan,Fake,5,James Caan synthetic face
Q001279,ID000160,James Caan,Fake,6,James Caan Stable Diffusion
Q001280,ID000160,James Caan,Fake,7,James Caan Midjourney
Q001281,ID000161,Jamie Lee Curtis,Real,1,Jamie Lee Curtis
Q001282,ID000161,Jamie Lee Curtis,Fake,1,Jamie Lee Curtis AI generated
Q001283,ID000161,Jamie Lee Curtis,Fake,2,Jamie Lee Curtis deepfake
Q001284,ID000161,Jamie Lee Curtis,Fake,3,Jamie Lee Curtis AI image
Q001285,ID000161,Jamie Lee Curtis,Fake,4,Jamie Lee Curtis viral deepfake
Q001286,ID000161,Jamie Lee Curtis,Fake,5,Jamie Lee Curtis synthetic face
Q001287,ID000161,Jamie Lee Curtis,Fake,6,Jamie Lee Curtis Stable Diffusion
Q001288,ID000161,Jamie Lee Curtis,Fake,7,Jamie Lee Curtis Midjourney
Q001289,ID000162,Jason Biggs,Real,1,Jason Biggs
Q001290,ID000162,Jason Biggs,Fake,1,Jason Biggs AI generated
Q001291,ID000162,Jason Biggs,Fake,2,Jason Biggs deepfake
Q001292,ID000162,Jason Biggs,Fake,3,Jason Biggs AI image
Q001293,ID000162,Jason Biggs,Fake,4,Jason Biggs viral deepfake
Q001294,ID000162,Jason Biggs,Fake,5,Jason Biggs synthetic face
Q001295,ID000162,Jason Biggs,Fake,6,Jason Biggs Stable Diffusion
Q001296,ID000162,Jason Biggs,Fake,7,Jason Biggs Midjourney
Q001297,ID000163,Jason Clarke,Real,1,Jason Clarke
Q001298,ID000163,Jason Clarke,Fake,1,Jason Clarke AI generated
Q001299,ID000163,Jason Clarke,Fake,2,Jason Clarke deepfake
Q001300,ID000163,Jason Clarke,Fake,3,Jason Clarke AI image
Q001301,ID000163,Jason Clarke,Fake,4,Jason Clarke viral deepfake
Q001302,ID000163,Jason Clarke,Fake,5,Jason Clarke synthetic face
Q001303,ID000163,Jason Clarke,Fake,6,Jason Clarke Stable Diffusion
Q001304,ID000163,Jason Clarke,Fake,7,Jason Clarke Midjourney
Q001305,ID000164,Jason Statham,Real,1,Jason Statham
Q001306,ID000164,Jason Statham,Fake,1,Jason Statham AI generated
Q001307,ID000164,Jason Statham,Fake,2,Jason Statham deepfake
Q001308,ID000164,Jason Statham,Fake,3,Jason Statham AI image
Q001309,ID000164,Jason Statham,Fake,4,Jason Statham viral deepfake
Q001310,ID000164,Jason Statham,Fake,5,Jason Statham synthetic face
Q001311,ID000164,Jason Statham,Fake,6,Jason Statham Stable Diffusion
Q001312,ID000164,Jason Statham,Fake,7,Jason Statham Midjourney
Q001313,ID000165,Jean Dujardin,Real,1,Jean Dujardin
Q001314,ID000165,Jean Dujardin,Fake,1,Jean Dujardin AI generated
Q001315,ID000165,Jean Dujardin,Fake,2,Jean Dujardin deepfake
Q001316,ID000165,Jean Dujardin,Fake,3,Jean Dujardin AI image
Q001317,ID000165,Jean Dujardin,Fake,4,Jean Dujardin viral deepfake
Q001318,ID000165,Jean Dujardin,Fake,5,Jean Dujardin synthetic face
Q001319,ID000165,Jean Dujardin,Fake,6,Jean Dujardin Stable Diffusion
Q001320,ID000165,Jean Dujardin,Fake,7,Jean Dujardin Midjourney
Q001321,ID000166,Jean-Claude Van Damme,Real,1,Jean-Claude Van Damme
Q001322,ID000166,Jean-Claude Van Damme,Fake,1,Jean-Claude Van Damme AI generated
Q001323,ID000166,Jean-Claude Van Damme,Fake,2,Jean-Claude Van Damme deepfake
Q001324,ID000166,Jean-Claude Van Damme,Fake,3,Jean-Claude Van Damme AI image
Q001325,ID000166,Jean-Claude Van Damme,Fake,4,Jean-Claude Van Damme viral deepfake
Q001326,ID000166,Jean-Claude Van Damme,Fake,5,Jean-Claude Van Damme synthetic face
Q001327,ID000166,Jean-Claude Van Damme,Fake,6,Jean-Claude Van Damme Stable Diffusion
Q001328,ID000166,Jean-Claude Van Damme,Fake,7,Jean-Claude Van Damme Midjourney
Q001329,ID000167,Jeff Bridges,Real,1,Jeff Bridges
Q001330,ID000167,Jeff Bridges,Fake,1,Jeff Bridges AI generated
Q001331,ID000167,Jeff Bridges,Fake,2,Jeff Bridges deepfake
Q001332,ID000167,Jeff Bridges,Fake,3,Jeff Bridges AI image
Q001333,ID000167,Jeff Bridges,Fake,4,Jeff Bridges viral deepfake
Q001334,ID000167,Jeff Bridges,Fake,5,Jeff Bridges synthetic face
Q001335,ID000167,Jeff Bridges,Fake,6,Jeff Bridges Stable Diffusion
Q001336,ID000167,Jeff Bridges,Fake,7,Jeff Bridges Midjourney
Q001337,ID000168,Jenna-Ortega,Real,1,Jenna-Ortega
Q001338,ID000168,Jenna-Ortega,Fake,1,Jenna-Ortega AI generated
Q001339,ID000168,Jenna-Ortega,Fake,2,Jenna-Ortega deepfake
Q001340,ID000168,Jenna-Ortega,Fake,3,Jenna-Ortega AI image
Q001341,ID000168,Jenna-Ortega,Fake,4,Jenna-Ortega viral deepfake
Q001342,ID000168,Jenna-Ortega,Fake,5,Jenna-Ortega synthetic face
Q001343,ID000168,Jenna-Ortega,Fake,6,Jenna-Ortega Stable Diffusion
Q001344,ID000168,Jenna-Ortega,Fake,7,Jenna-Ortega Midjourney
Q001345,ID000169,Jennie,Real,1,Jennie
Q001346,ID000169,Jennie,Fake,1,Jennie AI generated
Q001347,ID000169,Jennie,Fake,2,Jennie deepfake
Q001348,ID000169,Jennie,Fake,3,Jennie AI image
Q001349,ID000169,Jennie,Fake,4,Jennie viral deepfake
Q001350,ID000169,Jennie,Fake,5,Jennie synthetic face
Q001351,ID000169,Jennie,Fake,6,Jennie Stable Diffusion
Q001352,ID000169,Jennie,Fake,7,Jennie Midjourney
Q001353,ID000170,Jennifer Aniston,Real,1,Jennifer Aniston
Q001354,ID000170,Jennifer Aniston,Fake,1,Jennifer Aniston AI generated
Q001355,ID000170,Jennifer Aniston,Fake,2,Jennifer Aniston deepfake
Q001356,ID000170,Jennifer Aniston,Fake,3,Jennifer Aniston AI image
Q001357,ID000170,Jennifer Aniston,Fake,4,Jennifer Aniston viral deepfake
Q001358,ID000170,Jennifer Aniston,Fake,5,Jennifer Aniston synthetic face
Q001359,ID000170,Jennifer Aniston,Fake,6,Jennifer Aniston Stable Diffusion
Q001360,ID000170,Jennifer Aniston,Fake,7,Jennifer Aniston Midjourney
Q001361,ID000171,Jennifer Connelly,Real,1,Jennifer Connelly
Q001362,ID000171,Jennifer Connelly,Fake,1,Jennifer Connelly AI generated
Q001363,ID000171,Jennifer Connelly,Fake,2,Jennifer Connelly deepfake
Q001364,ID000171,Jennifer Connelly,Fake,3,Jennifer Connelly AI image
Q001365,ID000171,Jennifer Connelly,Fake,4,Jennifer Connelly viral deepfake
Q001366,ID000171,Jennifer Connelly,Fake,5,Jennifer Connelly synthetic face
Q001367,ID000171,Jennifer Connelly,Fake,6,Jennifer Connelly Stable Diffusion
Q001368,ID000171,Jennifer Connelly,Fake,7,Jennifer Connelly Midjourney
Q001369,ID000172,Jennifer Garner,Real,1,Jennifer Garner
Q001370,ID000172,Jennifer Garner,Fake,1,Jennifer Garner AI generated
Q001371,ID000172,Jennifer Garner,Fake,2,Jennifer Garner deepfake
Q001372,ID000172,Jennifer Garner,Fake,3,Jennifer Garner AI image
Q001373,ID000172,Jennifer Garner,Fake,4,Jennifer Garner viral deepfake
Q001374,ID000172,Jennifer Garner,Fake,5,Jennifer Garner synthetic face
Q001375,ID000172,Jennifer Garner,Fake,6,Jennifer Garner Stable Diffusion
Q001376,ID000172,Jennifer Garner,Fake,7,Jennifer Garner Midjourney
Q001377,ID000173,Jennifer Lopez,Real,1,Jennifer Lopez
Q001378,ID000173,Jennifer Lopez,Fake,1,Jennifer Lopez AI generated
Q001379,ID000173,Jennifer Lopez,Fake,2,Jennifer Lopez deepfake
Q001380,ID000173,Jennifer Lopez,Fake,3,Jennifer Lopez AI image
Q001381,ID000173,Jennifer Lopez,Fake,4,Jennifer Lopez viral deepfake
Q001382,ID000173,Jennifer Lopez,Fake,5,Jennifer Lopez synthetic face
Q001383,ID000173,Jennifer Lopez,Fake,6,Jennifer Lopez Stable Diffusion
Q001384,ID000173,Jennifer Lopez,Fake,7,Jennifer Lopez Midjourney
Q001385,ID000174,Jessica Alba,Real,1,Jessica Alba
Q001386,ID000174,Jessica Alba,Fake,1,Jessica Alba AI generated
Q001387,ID000174,Jessica Alba,Fake,2,Jessica Alba deepfake
Q001388,ID000174,Jessica Alba,Fake,3,Jessica Alba AI image
Q001389,ID000174,Jessica Alba,Fake,4,Jessica Alba viral deepfake
Q001390,ID000174,Jessica Alba,Fake,5,Jessica Alba synthetic face
Q001391,ID000174,Jessica Alba,Fake,6,Jessica Alba Stable Diffusion
Q001392,ID000174,Jessica Alba,Fake,7,Jessica Alba Midjourney
Q001393,ID000175,Jessica Biel,Real,1,Jessica Biel
Q001394,ID000175,Jessica Biel,Fake,1,Jessica Biel AI generated
Q001395,ID000175,Jessica Biel,Fake,2,Jessica Biel deepfake
Q001396,ID000175,Jessica Biel,Fake,3,Jessica Biel AI image
Q001397,ID000175,Jessica Biel,Fake,4,Jessica Biel viral deepfake
Q001398,ID000175,Jessica Biel,Fake,5,Jessica Biel synthetic face
Q001399,ID000175,Jessica Biel,Fake,6,Jessica Biel Stable Diffusion
Q001400,ID000175,Jessica Biel,Fake,7,Jessica Biel Midjourney
Q001401,ID000176,Jet Li,Real,1,Jet Li
Q001402,ID000176,Jet Li,Fake,1,Jet Li AI generated
Q001403,ID000176,Jet Li,Fake,2,Jet Li deepfake
Q001404,ID000176,Jet Li,Fake,3,Jet Li AI image
Q001405,ID000176,Jet Li,Fake,4,Jet Li viral deepfake
Q001406,ID000176,Jet Li,Fake,5,Jet Li synthetic face
Q001407,ID000176,Jet Li,Fake,6,Jet Li Stable Diffusion
Q001408,ID000176,Jet Li,Fake,7,Jet Li Midjourney
Q001409,ID000177,Jim Carrey,Real,1,Jim Carrey
Q001410,ID000177,Jim Carrey,Fake,1,Jim Carrey AI generated
Q001411,ID000177,Jim Carrey,Fake,2,Jim Carrey deepfake
Q001412,ID000177,Jim Carrey,Fake,3,Jim Carrey AI image
Q001413,ID000177,Jim Carrey,Fake,4,Jim Carrey viral deepfake
Q001414,ID000177,Jim Carrey,Fake,5,Jim Carrey synthetic face
Q001415,ID000177,Jim Carrey,Fake,6,Jim Carrey Stable Diffusion
Q001416,ID000177,Jim Carrey,Fake,7,Jim Carrey Midjourney
Q001417,ID000178,Jim Parsons,Real,1,Jim Parsons
Q001418,ID000178,Jim Parsons,Fake,1,Jim Parsons AI generated
Q001419,ID000178,Jim Parsons,Fake,2,Jim Parsons deepfake
Q001420,ID000178,Jim Parsons,Fake,3,Jim Parsons AI image
Q001421,ID000178,Jim Parsons,Fake,4,Jim Parsons viral deepfake
Q001422,ID000178,Jim Parsons,Fake,5,Jim Parsons synthetic face
Q001423,ID000178,Jim Parsons,Fake,6,Jim Parsons Stable Diffusion
Q001424,ID000178,Jim Parsons,Fake,7,Jim Parsons Midjourney
Q001425,ID000179,Jim Sturgess,Real,1,Jim Sturgess
Q001426,ID000179,Jim Sturgess,Fake,1,Jim Sturgess AI generated
Q001427,ID000179,Jim Sturgess,Fake,2,Jim Sturgess deepfake
Q001428,ID000179,Jim Sturgess,Fake,3,Jim Sturgess AI image
Q001429,ID000179,Jim Sturgess,Fake,4,Jim Sturgess viral deepfake
Q001430,ID000179,Jim Sturgess,Fake,5,Jim Sturgess synthetic face
Q001431,ID000179,Jim Sturgess,Fake,6,Jim Sturgess Stable Diffusion
Q001432,ID000179,Jim Sturgess,Fake,7,Jim Sturgess Midjourney
Q001433,ID000180,Joaquin Phoenix,Real,1,Joaquin Phoenix
Q001434,ID000180,Joaquin Phoenix,Fake,1,Joaquin Phoenix AI generated
Q001435,ID000180,Joaquin Phoenix,Fake,2,Joaquin Phoenix deepfake
Q001436,ID000180,Joaquin Phoenix,Fake,3,Joaquin Phoenix AI image
Q001437,ID000180,Joaquin Phoenix,Fake,4,Joaquin Phoenix viral deepfake
Q001438,ID000180,Joaquin Phoenix,Fake,5,Joaquin Phoenix synthetic face
Q001439,ID000180,Joaquin Phoenix,Fake,6,Joaquin Phoenix Stable Diffusion
Q001440,ID000180,Joaquin Phoenix,Fake,7,Joaquin Phoenix Midjourney
Q001441,ID000181,Jodie Foster,Real,1,Jodie Foster
Q001442,ID000181,Jodie Foster,Fake,1,Jodie Foster AI generated
Q001443,ID000181,Jodie Foster,Fake,2,Jodie Foster deepfake
Q001444,ID000181,Jodie Foster,Fake,3,Jodie Foster AI image
Q001445,ID000181,Jodie Foster,Fake,4,Jodie Foster viral deepfake
Q001446,ID000181,Jodie Foster,Fake,5,Jodie Foster synthetic face
Q001447,ID000181,Jodie Foster,Fake,6,Jodie Foster Stable Diffusion
Q001448,ID000181,Jodie Foster,Fake,7,Jodie Foster Midjourney
Q001449,ID000182,John Cusack,Real,1,John Cusack
Q001450,ID000182,John Cusack,Fake,1,John Cusack AI generated
Q001451,ID000182,John Cusack,Fake,2,John Cusack deepfake
Q001452,ID000182,John Cusack,Fake,3,John Cusack AI image
Q001453,ID000182,John Cusack,Fake,4,John Cusack viral deepfake
Q001454,ID000182,John Cusack,Fake,5,John Cusack synthetic face
Q001455,ID000182,John Cusack,Fake,6,John Cusack Stable Diffusion
Q001456,ID000182,John Cusack,Fake,7,John Cusack Midjourney
Q001457,ID000183,John Leguizamo,Real,1,John Leguizamo
Q001458,ID000183,John Leguizamo,Fake,1,John Leguizamo AI generated
Q001459,ID000183,John Leguizamo,Fake,2,John Leguizamo deepfake
Q001460,ID000183,John Leguizamo,Fake,3,John Leguizamo AI image
Q001461,ID000183,John Leguizamo,Fake,4,John Leguizamo viral deepfake
Q001462,ID000183,John Leguizamo,Fake,5,John Leguizamo synthetic face
Q001463,ID000183,John Leguizamo,Fake,6,John Leguizamo Stable Diffusion
Q001464,ID000183,John Leguizamo,Fake,7,John Leguizamo Midjourney
Q001465,ID000184,John Malkovich,Real,1,John Malkovich
Q001466,ID000184,John Malkovich,Fake,1,John Malkovich AI generated
Q001467,ID000184,John Malkovich,Fake,2,John Malkovich deepfake
Q001468,ID000184,John Malkovich,Fake,3,John Malkovich AI image
Q001469,ID000184,John Malkovich,Fake,4,John Malkovich viral deepfake
Q001470,ID000184,John Malkovich,Fake,5,John Malkovich synthetic face
Q001471,ID000184,John Malkovich,Fake,6,John Malkovich Stable Diffusion
Q001472,ID000184,John Malkovich,Fake,7,John Malkovich Midjourney
Q001473,ID000185,John Terry,Real,1,John Terry
Q001474,ID000185,John Terry,Fake,1,John Terry AI generated
Q001475,ID000185,John Terry,Fake,2,John Terry deepfake
Q001476,ID000185,John Terry,Fake,3,John Terry AI image
Q001477,ID000185,John Terry,Fake,4,John Terry viral deepfake
Q001478,ID000185,John Terry,Fake,5,John Terry synthetic face
Q001479,ID000185,John Terry,Fake,6,John Terry Stable Diffusion
Q001480,ID000185,John Terry,Fake,7,John Terry Midjourney
Q001481,ID000186,John Travolta,Real,1,John Travolta
Q001482,ID000186,John Travolta,Fake,1,John Travolta AI generated
Q001483,ID000186,John Travolta,Fake,2,John Travolta deepfake
Q001484,ID000186,John Travolta,Fake,3,John Travolta AI image
Q001485,ID000186,John Travolta,Fake,4,John Travolta viral deepfake
Q001486,ID000186,John Travolta,Fake,5,John Travolta synthetic face
Q001487,ID000186,John Travolta,Fake,6,John Travolta Stable Diffusion
Q001488,ID000186,John Travolta,Fake,7,John Travolta Midjourney
Q001489,ID000187,John Wayne,Real,1,John Wayne
Q001490,ID000187,John Wayne,Fake,1,John Wayne AI generated
Q001491,ID000187,John Wayne,Fake,2,John Wayne deepfake
Q001492,ID000187,John Wayne,Fake,3,John Wayne AI image
Q001493,ID000187,John Wayne,Fake,4,John Wayne viral deepfake
Q001494,ID000187,John Wayne,Fake,5,John Wayne synthetic face
Q001495,ID000187,John Wayne,Fake,6,John Wayne Stable Diffusion
Q001496,ID000187,John Wayne,Fake,7,John Wayne Midjourney
Q001497,ID000188,Johnny Depp,Real,1,Johnny Depp
Q001498,ID000188,Johnny Depp,Fake,1,Johnny Depp AI generated
Q001499,ID000188,Johnny Depp,Fake,2,Johnny Depp deepfake
Q001500,ID000188,Johnny Depp,Fake,3,Johnny Depp AI image
Q001501,ID000188,Johnny Depp,Fake,4,Johnny Depp viral deepfake
Q001502,ID000188,Johnny Depp,Fake,5,Johnny Depp synthetic face
Q001503,ID000188,Johnny Depp,Fake,6,Johnny Depp Stable Diffusion
Q001504,ID000188,Johnny Depp,Fake,7,Johnny Depp Midjourney
Q001505,ID000189,Johnny Knoxville,Real,1,Johnny Knoxville
Q001506,ID000189,Johnny Knoxville,Fake,1,Johnny Knoxville AI generated
Q001507,ID000189,Johnny Knoxville,Fake,2,Johnny Knoxville deepfake
Q001508,ID000189,Johnny Knoxville,Fake,3,Johnny Knoxville AI image
Q001509,ID000189,Johnny Knoxville,Fake,4,Johnny Knoxville viral deepfake
Q001510,ID000189,Johnny Knoxville,Fake,5,Johnny Knoxville synthetic face
Q001511,ID000189,Johnny Knoxville,Fake,6,Johnny Knoxville Stable Diffusion
Q001512,ID000189,Johnny Knoxville,Fake,7,Johnny Knoxville Midjourney
Q001513,ID000190,Jon Stewart,Real,1,Jon Stewart
Q001514,ID000190,Jon Stewart,Fake,1,Jon Stewart AI generated
Q001515,ID000190,Jon Stewart,Fake,2,Jon Stewart deepfake
Q001516,ID000190,Jon Stewart,Fake,3,Jon Stewart AI image
Q001517,ID000190,Jon Stewart,Fake,4,Jon Stewart viral deepfake
Q001518,ID000190,Jon Stewart,Fake,5,Jon Stewart synthetic face
Q001519,ID000190,Jon Stewart,Fake,6,Jon Stewart Stable Diffusion
Q001520,ID000190,Jon Stewart,Fake,7,Jon Stewart Midjourney
Q001521,ID000191,Jonah Hill,Real,1,Jonah Hill
Q001522,ID000191,Jonah Hill,Fake,1,Jonah Hill AI generated
Q001523,ID000191,Jonah Hill,Fake,2,Jonah Hill deepfake
Q001524,ID000191,Jonah Hill,Fake,3,Jonah Hill AI image
Q001525,ID000191,Jonah Hill,Fake,4,Jonah Hill viral deepfake
Q001526,ID000191,Jonah Hill,Fake,5,Jonah Hill synthetic face
Q001527,ID000191,Jonah Hill,Fake,6,Jonah Hill Stable Diffusion
Q001528,ID000191,Jonah Hill,Fake,7,Jonah Hill Midjourney
Q001529,ID000192,Josh Brolin,Real,1,Josh Brolin
Q001530,ID000192,Josh Brolin,Fake,1,Josh Brolin AI generated
Q001531,ID000192,Josh Brolin,Fake,2,Josh Brolin deepfake
Q001532,ID000192,Josh Brolin,Fake,3,Josh Brolin AI image
Q001533,ID000192,Josh Brolin,Fake,4,Josh Brolin viral deepfake
Q001534,ID000192,Josh Brolin,Fake,5,Josh Brolin synthetic face
Q001535,ID000192,Josh Brolin,Fake,6,Josh Brolin Stable Diffusion
Q001536,ID000192,Josh Brolin,Fake,7,Josh Brolin Midjourney
Q001537,ID000193,Josh Hartnett,Real,1,Josh Hartnett
Q001538,ID000193,Josh Hartnett,Fake,1,Josh Hartnett AI generated
